"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14649","Memilih Indonesia dari dropdown autocomplete","Surefire suite","Sun Aug 17 17:54:31 WIB 2025","passed","Sun Aug 17 17:54:46 WIB 2025","com.example.AppTest","Surefire test","com.example.AppTest","testSelectCountry"
