"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13431","Memilih Indonesia dari dropdown autocomplete","Surefire suite","Sun Aug 17 21:54:49 WIB 2025","passed","Sun Aug 17 21:55:03 WIB 2025","com.example.AppTest","Surefire test","com.example.AppTest","testSelectCountry"
