"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10302","Memilih Indonesia dari dropdown autocomplete","Surefire suite","2026-06-22","passed","2026-06-22","com.example.AppTest","Surefire test","com.example.AppTest","testSelectCountry"
